constituency,constituency_no,candidate,party,votes,vote_rank,derived_status,vote_margin,runner_up_votes,eci_code,source_url,scraped_at
KALASAPAKKAM,65,KRISHNAMURTHY. M,Independent,69,16,Trailing,0,37950,S2265,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2265.htm,2026-05-04 15:31:40
KALASAPAKKAM,65,KRISHNAMURTHY. R,Independent,389,7,Trailing,0,37950,S2265,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2265.htm,2026-05-04 15:31:40
KALASAPAKKAM,65,KOTHANDAPANI. B,Independent,135,12,Trailing,0,37950,S2265,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2265.htm,2026-05-04 15:31:40
KALASAPAKKAM,65,SARAVANAN. K,Independent,303,8,Trailing,0,37950,S2265,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2265.htm,2026-05-04 15:31:40
KALASAPAKKAM,65,SANTHAKUMARAN. A,Independent,505,5,Trailing,0,37950,S2265,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2265.htm,2026-05-04 15:31:40
KALASAPAKKAM,65,DEIVEEGAN. P,Independent,444,6,Trailing,0,37950,S2265,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2265.htm,2026-05-04 15:31:40
KALASAPAKKAM,65,BALAJI. P,Independent,301,9,Trailing,0,37950,S2265,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2265.htm,2026-05-04 15:31:40
KALASAPAKKAM,65,BASKARAN. R,Independent,54,17,Trailing,0,37950,S2265,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2265.htm,2026-05-04 15:31:40
KALASAPAKKAM,65,MANIKANDAN. K,Independent,89,15,Trailing,0,37950,S2265,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2265.htm,2026-05-04 15:31:40
KALASAPAKKAM,65,RAJA. N,Independent,113,14,Trailing,0,37950,S2265,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2265.htm,2026-05-04 15:31:40
KALASAPAKKAM,65,NOTA,None of the Above,255,10,Trailing,0,37950,S2265,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2265.htm,2026-05-04 15:31:40
KALLAKURICHI,80,NAGAMMAL RAJKODI,Naam Tamilar Katchi,3317,4,Trailing,0,34661,S2280,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2280.htm,2026-05-04 15:31:44
KALLAKURICHI,80,MALATHI K,Viduthalai Chiruthaigal Katchi,34661,2,Runner-up,0,34661,S2280,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2280.htm,2026-05-04 15:31:44
KALLAKURICHI,80,RAJEEVGANDHI S,All India Anna Dravida Munnetra Kazhagam,32480,3,Trailing,0,34661,S2280,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2280.htm,2026-05-04 15:31:44
KALLAKURICHI,80,ARUL VIGNESH C,Tamilaga Vettri Kazhagam,38107,1,Leading / Top Candidate,3446,34661,S2280,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2280.htm,2026-05-04 15:31:44
KALLAKURICHI,80,SELVARAJ M,Independent,109,9,Trailing,0,34661,S2280,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2280.htm,2026-05-04 15:31:44
KALLAKURICHI,80,PRABU C,Independent,68,12,Trailing,0,34661,S2280,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2280.htm,2026-05-04 15:31:44
KALLAKURICHI,80,MALATHI K,Independent,84,10,Trailing,0,34661,S2280,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2280.htm,2026-05-04 15:31:44
KALLAKURICHI,80,RAJIVGANDHI S,Independent,81,11,Trailing,0,34661,S2280,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2280.htm,2026-05-04 15:31:44
KALLAKURICHI,80,RAJIVGANDHI P,Independent,139,8,Trailing,0,34661,S2280,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2280.htm,2026-05-04 15:31:44
KALLAKURICHI,80,VASANTHAKUMAR S,Independent,175,7,Trailing,0,34661,S2280,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2280.htm,2026-05-04 15:31:44
KALLAKURICHI,80,VIGNESH G,Independent,294,6,Trailing,0,34661,S2280,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2280.htm,2026-05-04 15:31:44
KALLAKURICHI,80,NOTA,None of the Above,389,5,Trailing,0,34661,S2280,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2280.htm,2026-05-04 15:31:44
KANCHEEPURAM,37,V. SOMASUNDARAM,All India Anna Dravida Munnetra Kazhagam,36664,2,Runner-up,0,36664,S2237,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2237.htm,2026-05-04 15:31:48
KANCHEEPURAM,37,NITHYA SUGUMAR,Dravida Munnetra Kazhagam,33465,3,Trailing,0,36664,S2237,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2237.htm,2026-05-04 15:31:48
KANCHEEPURAM,37,VETRISELVI,Naam Tamilar Katchi,3181,4,Trailing,0,36664,S2237,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2237.htm,2026-05-04 15:31:48
KANCHEEPURAM,37,R.V. RANJITHKUMAR,Tamilaga Vettri Kazhagam,40164,1,Leading / Top Candidate,3500,36664,S2237,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2237.htm,2026-05-04 15:31:48
KANCHEEPURAM,37,M. NANDHAKUMAR,Anti Corruption Dynamic Party,106,8,Trailing,0,36664,S2237,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2237.htm,2026-05-04 15:31:48
KANCHEEPURAM,37,V. NARESH,Tamizhaga Vaazhvurimai Katchi,103,9,Trailing,0,36664,S2237,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2237.htm,2026-05-04 15:31:48
KANCHEEPURAM,37,P. VENKATESAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,58,12,Trailing,0,36664,S2237,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2237.htm,2026-05-04 15:31:48
KANCHEEPURAM,37,M. SOMASUNDARAM,Independent,39,13,Trailing,0,36664,S2237,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2237.htm,2026-05-04 15:31:48
KANCHEEPURAM,37,V. SOMASUNDARAM,Independent,27,14,Trailing,0,36664,S2237,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2237.htm,2026-05-04 15:31:48
KANCHEEPURAM,37,GNANAMOORTHY,Independent,20,15,Trailing,0,36664,S2237,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2237.htm,2026-05-04 15:31:48
KANCHEEPURAM,37,C. DILLIBABU,Independent,15,16,Trailing,0,36664,S2237,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2237.htm,2026-05-04 15:31:48
KANCHEEPURAM,37,E. DHAKSHNAMOORTHY,Independent,78,10,Trailing,0,36664,S2237,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2237.htm,2026-05-04 15:31:48
KANCHEEPURAM,37,G. BABU,Independent,176,6,Trailing,0,36664,S2237,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2237.htm,2026-05-04 15:31:48
KANCHEEPURAM,37,M. BALAJI,Independent,63,11,Trailing,0,36664,S2237,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2237.htm,2026-05-04 15:31:48
KANCHEEPURAM,37,M. MEGANATHAN,Independent,131,7,Trailing,0,36664,S2237,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2237.htm,2026-05-04 15:31:48
KANCHEEPURAM,37,NOTA,None of the Above,499,5,Trailing,0,36664,S2237,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2237.htm,2026-05-04 15:31:48
KANGAYAM,102,KARMEGAN.M,Naam Tamilar Katchi,4309,4,Trailing,0,38878,S22102,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,2026-05-04 15:31:53
KANGAYAM,102,M.P.SAMINATHAN,Dravida Munnetra Kazhagam,34897,3,Trailing,0,38878,S22102,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,2026-05-04 15:31:53
KANGAYAM,102,NSN NATARAJ,All India Anna Dravida Munnetra Kazhagam,43065,1,Leading / Top Candidate,4187,38878,S22102,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,2026-05-04 15:31:53
KANGAYAM,102,P.THIRUGNANASAMBANTHAM,Party for the Rights of Other backward Classes,298,6,Trailing,0,38878,S22102,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,2026-05-04 15:31:53
KANGAYAM,102,MANI GOUNDER,Tamilaga Vettri Kazhagam,38878,2,Runner-up,0,38878,S22102,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,2026-05-04 15:31:53
KANGAYAM,102,R.VIJAYALAKSHMI,Ganasangam Party of India,103,12,Trailing,0,38878,S22102,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,2026-05-04 15:31:53
KANGAYAM,102,K.ARUMUGAM,Independent,38,16,Trailing,0,38878,S22102,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,2026-05-04 15:31:53
KANGAYAM,102,R. IMMANUVEL,Independent,209,7,Trailing,0,38878,S22102,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,2026-05-04 15:31:53
KANGAYAM,102,KARTHIKEYAN,Independent,92,13,Trailing,0,38878,S22102,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,2026-05-04 15:31:53
KANGAYAM,102,GOWTHAM,Independent,58,14,Trailing,0,38878,S22102,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,2026-05-04 15:31:53
KANGAYAM,102,T.NATARAJ,Independent,43,15,Trailing,0,38878,S22102,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,2026-05-04 15:31:53
KANGAYAM,102,PALANISAMY,Independent,120,11,Trailing,0,38878,S22102,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,2026-05-04 15:31:53
KANGAYAM,102,P.PARTHIBAN,Independent,187,8,Trailing,0,38878,S22102,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,2026-05-04 15:31:53
KANGAYAM,102,P.MANI,Independent,155,9,Trailing,0,38878,S22102,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,2026-05-04 15:31:53
KANGAYAM,102,B.RAJENDRAN,Independent,131,10,Trailing,0,38878,S22102,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,2026-05-04 15:31:53
KANGAYAM,102,NOTA,None of the Above,420,5,Trailing,0,38878,S22102,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22102.htm,2026-05-04 15:31:53
KANNIYAKUMARI,229,THALAVAI SUNDARAM. N,All India Anna Dravida Munnetra Kazhagam,45066,1,Leading / Top Candidate,5167,39899,S22229,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22229.htm,2026-05-04 15:31:57
KANNIYAKUMARI,229,MAHESH.R,Dravida Munnetra Kazhagam,39899,2,Runner-up,0,39899,S22229,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22229.htm,2026-05-04 15:31:57
KANNIYAKUMARI,229,MARIA JENNIFER,Naam Tamilar Katchi,6968,4,Trailing,0,39899,S22229,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22229.htm,2026-05-04 15:31:57
KANNIYAKUMARI,229,MANAVAI KANNAN. M,Communist Party of India (Marxist-Leninist) Red Star,58,11,Trailing,0,39899,S22229,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22229.htm,2026-05-04 15:31:57
KANNIYAKUMARI,229,SIVALINGAM.C,Naam Indiar Party,95,9,Trailing,0,39899,S22229,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22229.htm,2026-05-04 15:31:57
KANNIYAKUMARI,229,MADHAVAN.S.R,Tamilaga Vettri Kazhagam,35802,3,Trailing,0,39899,S22229,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22229.htm,2026-05-04 15:31:57
KANNIYAKUMARI,229,REAGON ANTO.J,Tamizhaga Vaazhvurimai Katchi,143,7,Trailing,0,39899,S22229,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22229.htm,2026-05-04 15:31:57
KANNIYAKUMARI,229,SRIKRISHNAKUMAR.K,Thamizhaka Padaippalar Makkal Katchi,111,8,Trailing,0,39899,S22229,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22229.htm,2026-05-04 15:31:57
KANNIYAKUMARI,229,KANAGARAJ.T,Independent,43,12,Trailing,0,39899,S22229,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22229.htm,2026-05-04 15:31:57
KANNIYAKUMARI,229,SUDHAGAR.R,Independent,41,14,Trailing,0,39899,S22229,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22229.htm,2026-05-04 15:31:57
KANNIYAKUMARI,229,DAVID SAHAYA BASCAR,Independent,42,13,Trailing,0,39899,S22229,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22229.htm,2026-05-04 15:31:57
KANNIYAKUMARI,229,THANUNEELAN . S,Independent,37,15,Trailing,0,39899,S22229,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22229.htm,2026-05-04 15:31:57
KANNIYAKUMARI,229,RAMAKRISHNAN.C,Independent,67,10,Trailing,0,39899,S22229,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22229.htm,2026-05-04 15:31:57
KANNIYAKUMARI,229,RAJAN. S,Independent,306,6,Trailing,0,39899,S22229,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22229.htm,2026-05-04 15:31:57
KANNIYAKUMARI,229,NOTA,None of the Above,447,5,Trailing,0,39899,S22229,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22229.htm,2026-05-04 15:31:57
KARAIKUDI,184,RANJITHKUMAR BALUSAMY,Bahujan Samaj Party,146,13,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,SEEMAN,Naam Tamilar Katchi,13994,3,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,MANGUDI. S,Indian National Congress,27139,2,Runner-up,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,AZIZ ABDUL RAHMAN. J,Samaniya Makkal Nala Katchi,114,17,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,KARUPPIAH. K,Republican Party of India (Athawale),259,5,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,KALIMUTHU. A,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,193,9,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,DHERPOKI V.PANDI,Amma Makkal Munnettra Kazagam,13601,4,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,NEWTON BABU. C,Puthiya Tamilagam,213,8,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,DR.PRABHU. TK,Tamilaga Vettri Kazhagam,50162,1,Leading / Top Candidate,23023,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,RAMU. M,Independent,63,23,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,UDHUMAN ALI. M.S,Independent,53,24,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,KALIDASS. R,Independent,166,12,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,SHANTHI. B,Independent,91,18,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,SURESH. V,Independent,73,20,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,SELVI. K,Independent,70,22,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,DINESH. K,Independent,225,7,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,PANDI. S,Independent,125,15,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,PRABU. G,Independent,192,10,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,MANIMARAN. R,Independent,138,14,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,MUTHUKUMAR. K,Independent,43,26,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,RAMANATHAN. S.V,Independent,47,25,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,LAKSHMANAN. R,Independent,76,19,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,VEERAMANIKANDAN. V,Independent,71,21,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,VELU. K,Independent,192,11,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,JEEVITHA. A,Independent,124,16,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARAIKUDI,184,NOTA,None of the Above,259,6,Trailing,0,27139,S22184,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22184.htm,2026-05-04 15:32:02
KARUR,135,KARUPPAIYA. R,Naam Tamilar Katchi,2845,4,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,AASEE.M. THIAGARAJAN,Dravida Munnetra Kazhagam,37178,2,Runner-up,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,M.R. VIJAYABHASKAR,All India Anna Dravida Munnetra Kazhagam,43021,1,Leading / Top Candidate,5843,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,JAYAGOPAL. P,Bahujan Samaj Party,181,6,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,KALIMUTHU. V,Samaniya Makkal Nala Katchi,30,13,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,GUNASEKARAN. K,Tamizhaga Vaazhvurimai Katchi,116,7,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,MATHIYALAGAN V.P,Tamilaga Vettri Kazhagam,36056,3,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,RAMACHANDRAN. A,Ganasangam Party of India,48,11,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,ASARUDHEEN. A,Independent,28,15,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,ARULMANIARASU. P,Independent,18,21,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,ANBARASAN. N,Independent,17,23,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,ANBAZHAGAN. T,Independent,39,12,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,ELAMATHI. S,Independent,30,14,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,KATHIRAVAN. P,Independent,75,10,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,KATHIRVEL. K,Independent,89,8,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,KANDASAMY. P,Independent,80,9,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,KARUNAMOORTHY. S,Independent,16,26,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,KALAIRAJ. K,Independent,15,27,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,KANAGARAJ. S,Independent,19,20,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,KANAGARAJ. P,Independent,5,58,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,KARTHIKPERUMAL. R,Independent,4,63,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,KALIMUTHU. R,Independent,6,53,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,KRISHNAKUMAR. K,Independent,27,17,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,GOPALA KRISHNAN. A,Independent,6,54,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,SATHISH KUMAR. S,Independent,7,47,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,SATHISH. P,Independent,6,55,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,SAMPATH. S,Independent,14,31,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,SARAVANAN. R,Independent,5,59,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,SIVAKUMAR. A,Independent,8,40,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,SIVAKUMAR. N,Independent,15,28,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,SIVAKUMAR. V,Independent,13,33,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,SEETHA LAKSHMI. D,Independent,17,24,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,SUBASH MALAYALAM. T,Independent,17,25,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,SURIYAKUMAR. J,Independent,8,41,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,SENBAGAKUMAR. L,Independent,21,18,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,SENTHILKUMAR. G,Independent,6,56,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,SENTHILKUMAR. M,Independent,4,64,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,SOUNDARA RAJAN. R,Independent,1,76,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,SOUNDARYAN. K,Independent,7,48,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,DANIYA. P,Independent,5,60,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,THANGAVELRAJ. S,Independent,3,67,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,THAMILALAGAN. A,Independent,4,65,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
KARUR,135,THIYAGARAJAN. M,Independent,8,42,Trailing,0,37178,S22135,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22135.htm,2026-05-04 15:32:06
